0,15;0,15;0,15;0,432381531;0,214615385;0,39137931;0,340350877;0,151629376;0,175609756;0,187837838;0,309090909;0,414315353;0,16372549;0,419177403
0,15;0,15;0,213636364;0,431530984;0,214615385;0,322988506;0,285087719;0,171551503;0,15;0,225675676;0,261363636;0,414315353;0,204901961;0,409464817
0,15;0,15;0,277272727;0,423025516;0,193076923;0,234482759;0,315789474;0,152614905;0,15;0,168918919;0,245454545;0,402697095;0,259803922;0,522547076
0,15;0,15;0,340909091;0,417071689;0,182307692;0,23045977;0,285087719;0,150623755;0,15;0,168918919;0,245454545;0,292323651;0,17745098;0,435827552
0,15;0,15;0,404545455;0,407715674;0,193076923;0,25862069;0,266666667;0,150784191;0,15;0,206756757;0,325;0,399792531;0,218627451;0,601635282
0,15;0,15;0,468181818;0,404313487;0,160769231;0,210344828;0,29122807;0,150100757;0,226829268;0,244594595;0,277272727;0,38526971;0,191176471;0,473984143
0,15;0,15;0,531818182;0,404313487;0,193076923;0,218390805;0,278947368;0,159583256;0,15;0,225675676;0,213636364;0,315560166;0,204901961;0,45802775
0,15;0,15;0,595454545;0,40346294;0,171538462;0,218390805;0,278947368;0,151056312;0,15;0,178378378;0,277272727;0,402697095;0,204901961;0,474677899
0,15;0,15;0,659090909;0,40346294;0,214615385;0,39137931;0,29122807;0,150942854;0,15;0,197297297;0,309090909;0,408506224;0,218627451;0,473984143
0,15;0,15;0,722727273;0,397509113;0,225384615;0,556321839;0,389473684;0,150482757;0,201219512;0,206756757;0,293181818;0,414315353;0,17745098;0,539890981
0,15;0,15;0,786363636;0,394106926;0,236153846;0,47183908;0,352631579;0,15299168;0,167073171;0,216216216;0,229545455;0,437551867;0,232352941;0,554459861
0,15;0,15;0,85;0,392405832;0,225384615;0,47183908;0,315789474;0,150265413;0,15;0,216216216;0,197727273;0,315560166;0,191176471;0,440683845
0,178;0,15;0,15;0,528493317;0,29;0,367241379;0,364912281;0,152708017;0,15;0,168918919;0,245454545;0,364937759;0,273529412;0,418483647
0,178;0,15;0,213636364;0,528493317;0,279230769;0,359195402;0,35877193;0,150603038;0,201219512;0,216216216;0,277272727;0,364937759;0,204901961;0,467740337
0,178;0,15;0,277272727;0,526792224;0,419230769;0,355172414;0,272807018;0,153356521;0,15;0,216216216;0,229545455;0,347510373;0,204901961;0,446233895
0,178;0,15;0,340909091;0,523390036;0,29;0,411494253;0,285087719;0,150442955;0,15;0,225675676;0,404545455;0,225518672;0,246078431;0,454558969
0,178;0,15;0,404545455;0,517436209;0,246923077;0,467816092;0,315789474;0,157933807;0,167073171;0,187837838;0,277272727;0,269087137;0,259803922;0,57111001
0,178;0,15;0,468181818;0,515735115;0,268461538;0,403448276;0,328070175;0,152811779;0,15;0,235135135;0,197727273;0,269087137;0,218627451;0,4635778
0,178;0,15;0,531818182;0,515735115;0,257692308;0,439655172;0,364912281;0,153188676;0,15;0,187837838;0,404545455;0,231327801;0,15;0,456640238
0,178;0,15;0,595454545;0,511482382;0,214615385;0,343103448;0,297368421;0,154192616;0,15;0,178378378;0,277272727;0,356224066;0,204901961;0,467046581
0,178;0,15;0,659090909;0,511482382;0,311538462;0,435632184;0,321929825;0,162774891;0,15;0,216216216;0,277272727;0,347510373;0,300980392;0,453171457
0,178;0,15;0,722727273;0,500425273;0,300769231;0,536206897;0,481578947;0,15468258;0,158536585;0,216216216;0,356818182;0,38526971;0,300980392;0,513528246
0,178;0,15;0,786363636;0,500425273;0,214615385;0,343103448;0,309649123;0,15557303;0,184146341;0,206756757;0,277272727;0,332987552;0,232352941;0,466352825
0,178;0,15;0,85;0,494471446;0,225384615;0,459770115;0,334210526;0,150404213;0,15;0,216216216;0,197727273;0,324273859;0,232352941;0,448315164
0,206;0,15;0,15;0,531895504;0,440769231;0,351149425;0,352631579;0,168930067;0,209756098;0,197297297;0,309090909;0,428838174;0,259803922;0,43444004
0,206;0,15;0,213636364;0,52764277;0,236153846;0,371264368;0,352631579;0,164712509;0,226829268;0,178378378;0,340909091;0,504356846;0,328431373;0,439296333
0,206;0,15;0,277272727;0,523390036;0,29;0,359195402;0,352631579;0,162267999;0,15;0,197297297;0,340909091;0,504356846;0,287254902;0,500346878
0,206;0,15;0,340909091;0,519137303;0,333076923;0,423563218;0,328070175;0,151933997;0,167073171;0,216216216;0,309090909;0,40560166;0,259803922;0,487859267
0,206;0,15;0,404545455;0,514034022;0,246923077;0,407471264;0,29122807;0,151147619;0,286585366;0,168918919;0,245454545;0,402697095;0,273529412;0,572497522
0,206;0,15;0,468181818;0,512332928;0,279230769;0,41954023;0,309649123;0,150109187;0,363414634;0,244594595;0,293181818;0,449170124;0,314705882;0,490634291
