1;2015;10;0,117647059;0,553359684
1;2015;11;0,039215686;0,581027668
1;2015;12;0,078431373;0,536561265
2;2015;10;0,078431373;0,508893281
2;2015;11;0,137254902;0,64229249
2;2015;12;0,176470588;0,598814229
3;2015;10;0,235294118;0,587944664
3;2015;11;0,294117647;0,563241107
3;2015;12;0,254901961;0,591897233
4;2015;10;0,274509804;0,731225296
4;2015;11;0,274509804;0,699604743
4;2015;12;0,333333333;0,719367589
5;2015;10;0,235294118;0,296442688
5;2015;11;0,254901961;0,328063241
5;2015;12;0,176470588;0,324110672
6;2015;10;0,823529412;0,678853755
6;2015;11;0,666666667;0,635375494
6;2015;12;0,529411765;0,555335968
7;2015;10;0,274509804;0,507905138
7;2015;11;0,235294118;0,558300395
7;2015;12;0,333333333;0,588932806
8;2015;10;0,450980392;0,578063241
8;2015;11;0,333333333;0,613636364
8;2015;12;0,235294118;0,549407115
9;2015;10;0,235294118;0,193675889
9;2015;11;0,176470588;0,238142292
9;2015;12;0,352941176;0,247035573
10;2015;10;0,588235294;0,25
10;2015;11;0,450980392;0,267786561
10;2015;12;0,294117647;0,277667984
11;2015;10;0,490196078;0,270750988
11;2015;11;0,62745098;0,29743083
11;2015;12;0,470588235;0,203557312
12;2015;10;0,470588235;0,261857708
12;2015;11;0,392156863;0,209486166
12;2015;12;0,529411765;0,219367589
13;2015;10;0,411764706;0,150197628
13;2015;11;0,37254902;0,14229249
13;2015;12;0,37254902;0,17687747
14;2015;10;0,764705882;0,699604743
14;2015;11;0,568627451;0,62055336
14;2015;12;0,509803922;0,592885375
15;2015;10;0,274509804;0,119565217
15;2015;11;0,254901961;0,121541502
15;2015;12;0,215686275;0,131422925
16;2015;10;0,215686275;0,09486166
16;2015;11;0,117647059;0,098814229
16;2015;12;0,215686275;0,106719368
17;2015;10;0,31372549;0,347826087
17;2015;11;0,352941176;0,25
17;2015;12;0,470588235;0,2243083
18;2015;10;0,294117647;0,184782609
18;2015;11;0,411764706;0,159090909
18;2015;12;0,254901961;0,122529644
2015;10;0,058823529;0,028656126
19;2015;11;0,176470588;0,033596838
19;2015;12;0,039215686;0,033596838
20;2015;10;0;0,007905138
20;2015;11;0,058823529;0,013833992
20;2015;12;0,039215686;0,007905138
21;2015;10;0,078431373;0,0256917
21;2015;11;0,098039216;0,028656126
21;2015;12;0,078431373;0,031620553
22;2015;10;0,156862745;0,011857708
22;2015;11;0,098039216;0,015810277
22;2015;12;0,098039216;0,007905138
23;2015;10;0,058823529;0,013833992
23;2015;11;0,058823529;0,013833992
23;2015;12;0,058823529;0,017786561
24;2015;10;0,137254902;0,037549407
24;2015;11;0,176470588;0,037549407
24;2015;12;0,294117647;0,038537549
25;2015;10;0,058823529;0,018774704
25;2015;11;0,058823529;0,018774704
25;2015;12;0,058823529;0,017786561
26;2015;9;0,235294118;0,140316206
26;2015;10;0,294117647;0,168972332
26;2015;11;0,235294118;0,205533597
26;2015;12;0,274509804;0,160079051
1;2016;1;0,058823529;0,565217391
1;2016;2;0,137254902;0,785573123
1;2016;3;0,098039216;0,711462451
1;2016;4;0,098039216;0,815217391
1;2016;5;0,039215686;0,703557312
1;2016;6;0,176470588;0,705533597
1;2016;7;0,058823529;0,753952569
1;2016;8;0,137254902;0,669960474
2;2016;9;0,078431373;0,621541502
2;2016;1;0,117647059;0,541501976
2;2016;2;0,098039216;0,591897233
2;2016;3;0,137254902;0,664031621
2;2016;4;0,098039216;0,730237154
2;2016;5;0,156862745;0,675889328
2;2016;6;0,176470588;0,708498024
2;2016;7;0,117647059;0,657114625
2;2016;8;0,196078431;0,725296443
3;2016;9;0,098039216;0,622529644
3;2016;1;0,294117647;0,632411067
3;2016;2;0,31372549;0,664031621
3;2016;3;0,196078431;0,774703557
3;2016;4;0,196078431;0,677865613
3;2016;5;0,137254902;0,714426877
3;2016;6;0,254901961;0,730237154
3;2016;7;0,333333333;0,757905138
3;2016;8;0,431372549;0,649209486
4;2016;9;0,235294118;0,876482213
4;2016;1;0,274509804;0,707509881
4;2016;2;0,31372549;0,745059289
4;2016;3;0,31372549;0,733201581
4;2016;4;0,215686275;0,871541502
4;2016;5;0,254901961;0,955533597
4;2016;6;0,294117647;0,943675889
4;2016;7;0,176470588;0,873517787
4;2016;8;0,254901961;0,990118577
5;2016;9;0,333333333;0,901185771
5;2016;1;0,254901961;0,396245059
5;2016;2;0,215686275;0,46541502
5;2016;3;0,235294118;0,466403162
5;2016;4;0,274509804;0,455533597
5;2016;5;0,294117647;0,391304348
5;2016;6;0,137254902;0,441699605
5;2016;7;0,37254902;0,385375494
5;2016;8;0,352941176;0,391304348
6;2016;9;0,235294118;0,380434783
6;2016;1;0,745098039;0,67687747
6;2016;2;0,568627451;0,665019763
6;2016;3;1;0,854743083
6;2016;4;0,666666667;0,922924901
6;2016;5;0,705882353;0,854743083
6;2016;6;0,509803922;0,82312253
6;2016;7;0,647058824;0,954545455
6;2016;8;0,450980392;0,894268775
7;2016;9;0,784313725;0,915019763
7;2016;1;0,254901961;0,658102767
7;2016;2;0,274509804;0,727272727
7;2016;3;0,215686275;0,601778656
7;2016;4;0,117647059;0,648221344
7;2016;5;0,352941176;0,692687747
7;2016;6;0,37254902;0,742094862
7;2016;7;0,176470588;0,70256917
7;2016;8;0,215686275;0,876482213
8;2016;9;0,352941176;0,735177866
8;2016;1;0,392156863;0,647233202
8;2016;2;0,37254902;0,606719368
8;2016;3;0,588235294;0,720355731
8;2016;4;0,62745098;0,687747036
8;2016;5;0,294117647;0,735177866
8;2016;6;0,450980392;0,778656126
8;2016;7;0,176470588;0,826086957
8;2016;8;0,352941176;0,87055336
9;2016;9;0,470588235;0,788537549
9;2016;1;0,196078431;0,2756917
9;2016;2;0,098039216;0,226284585
9;2016;3;0,274509804;0,285573123
9;2016;4;0,254901961;0,313241107
9;2016;5;0,156862745;0,250988142
9;2016;6;0,137254902;0,27173913
9;2016;7;0,31372549;0,302371542
9;2016;8;0,137254902;0,365612648
10;2016;9;0,31372549;0,328063241
10;2016;1;0,31372549;0,25
10;2016;2;0,254901961;0,285573123
10;2016;3;0,31372549;0,34486166
10;2016;4;0,411764706;0,287549407
10;2016;5;0,411764706;0,329051383
10;2016;6;0,333333333;0,316205534
10;2016;7;0,37254902;0,325098814
10;2016;8;0,392156863;0,335968379
11;2016;9;0,411764706;0,238142292
11;2016;1;0,431372549;0,273715415
11;2016;2;0,294117647;0,233201581
11;2016;3;0,588235294;0,265810277
11;2016;4;0,490196078;0,34486166
11;2016;5;0,37254902;0,342885375
11;2016;6;0,509803922;0,368577075
11;2016;7;0,549019608;0,302371542
11;2016;8;0,607843137;0,274703557
12;2016;9;0,411764706;0,365612648
12;2016;1;0,274509804;0,241106719
12;2016;2;0,352941176;0,21541502
12;2016;3;0,450980392;0,308300395
12;2016;4;0,31372549;0,282608696
12;2016;5;0,254901961;0,273715415
12;2016;6;0,31372549;0,305335968
12;2016;7;0,470588235;0,318181818
12;2016;8;0,333333333;0,303359684
13;2016;9;0,254901961;0,272727273
13;2016;1;0,352941176;0,190711462
13;2016;2;0,470588235;0,187747036
13;2016;3;0,490196078;0,169960474
13;2016;4;0,215686275;0,188735178
13;2016;5;0,431372549;0,187747036
13;2016;6;0,490196078;0,127470356
13;2016;7;0,509803922;0,231225296
13;2016;8;0,568627451;0,26284585
14;2016;9;0,62745098;0,245059289
14;2016;1;0,68627451;0,787549407
14;2016;2;0,450980392;0,72826087
14;2016;3;0,568627451;0,887351779
14;2016;4;0,68627451;0,768774704
14;2016;5;0,529411765;0,806324111
14;2016;6;0,588235294;0,873517787
14;2016;7;0,666666667;0,87055336
14;2016;8;0,62745098;0,916007905
15;2016;9;0,549019608;1
15;2016;1;0,137254902;0,138339921
15;2016;2;0,156862745;0,124505929
15;2016;3;0,156862745;0,132411067
15;2016;4;0,274509804;0,17687747
15;2016;5;0,196078431;0,124505929
